id;avg;std;item_count;sec_count;max_unitario;min;total;max
74157713;8.615833333333333;8.926943727029737;12;6;352.7058823529412;0.99;103.38999999999999;29.98
32906522;5885;1105;2;2;19.098360655737707;2.39;11.77;6.99
37231720;6.37;6.173321634258172;6;3;18.9;0.18166666666666667;38.22;18.9
32904122;4.57;0.8199999999999998;2;2;14.807692307692307;3.75;9.14;5.39
32904322;6.69;0.0;1;1;6.69;6.69;6.69;6.69
20547524;1.99;0.0;1;1;0.08291666666666668;0.08291666666666668;1.99;1.99
37233620;15.61875;11.825188621645747;8;4;121.55963302752292;3.49;124.95;39.45
32905422;8.85;6.56047254395596;3;3;127.7142857142857;2.49;26.549999999999997;17.88
36866319;5.57304347826087;5.499660412269431;23;5;249.8333333333333;1.99;128.18;29.98
36866019;4.6575;1.686169846130573;8;3;6.39;1.75;37.26;7.38
32906322;3.14;0.16583123951776993;4;1;13.0;2.8888888888888893;12.56;3.39
37233020;7.17;0.0;1;1;2.39;2.39;7.17;7.17
32908822;5.630000000000001;5.160600740223952;4;3;14.39;1.29;22.520000000000003;14.39
32909322;4.19;1.2754084313139329;3;1;10.067226890756304;5.547826086956522;12.57;5.99
36869219;11554;5.36639022062317;5;4;20.19;0.3158333333333333;57.77;20.19
74151313;1.19;0.0;1;1;0.14875;0.14875;1.19;1.19
